Customer ID,Age,Gender,Marital Status,Number of Dependents,Education,Employment Status,Annual Income,Credit Score,Loan Amount,Loan Term
3679,77,Other,Single,4,Master's,Unemployed,70697,632,48591,15
3634,25,Other,Single,1,Bachelor's,Employed,174692,458,34175,5
6719,39,Other,Single,0,High School,Employed,24957,591,21504,30
4663,38,Other,Divorced,3,Some College,Unemployed,75437,441,33878,30
3012,19,Female,Single,4,Some College,Unemployed,77835,650,4928,30
4678,63,Female,Single,3,PhD,Employed,241879,313,19674,20
7432,78,Female,Divorced,2,Some College,Employed,152707,354,27303,10
4129,24,Male,Single,4,PhD,Unemployed,152091,540,41055,5
2108,72,Other,Divorced,4,Bachelor's,Employed,186386,308,3757,20
7769,75,Other,Married,2,Some College,Employed,74080,554,18258,25
5614,27,Male,Divorced,2,Bachelor's,Self-employed,172921,823,36128,5
6464,26,Female,Divorced,0,Bachelor's,Unemployed,53545,466,8119,20
4370,71,Male,Divorced,1,Master's,Unemployed,125115,362,33616,5
8281,42,Female,Married,0,Some College,Unemployed,107752,455,34400,15
1108,77,Male,Married,0,Some College,Unemployed,113615,450,28185,30
4265,34,Female,Single,4,High School,Unemployed,214109,476,19224,30
4849,55,Other,Married,4,Some College,Unemployed,21731,741,23432,30
8723,54,Female,Divorced,2,High School,Self-employed,228600,462,31385,5
1279,35,Male,Divorced,3,Some College,Unemployed,46644,759,49805,5
3639,29,Female,Married,2,High School,Employed,73321,678,17137,5
3915,46,Female,Single,2,High School,Unemployed,54476,774,4693,20
1260,54,Male,Single,4,Master's,Unemployed,208251,342,17494,10
4912,64,Other,Married,0,Bachelor's,Employed,231499,599,32948,25
3587,42,Male,Single,1,PhD,Self-employed,202575,572,32036,25
3662,70,Male,Married,1,PhD,Unemployed,227747,431,6632,15
1543,62,Male,Married,0,Some College,Self-employed,28303,527,24832,15
4000,62,Female,Divorced,0,High School,Unemployed,227386,526,30173,25
6993,51,Female,Married,2,Bachelor's,Employed,84707,443,13158,5
8114,20,Female,Divorced,1,High School,Self-employed,159987,336,29262,25
3965,53,Female,Single,2,Some College,Self-employed,82741,771,7612,25
4222,55,Female,Married,4,Some College,Employed,132736,522,42077,10
1921,52,Female,Single,3,Some College,Self-employed,174866,505,22898,5
1940,66,Female,Divorced,0,Some College,Employed,78383,743,44321,30
2530,78,Male,Single,3,Some College,Self-employed,21698,332,28237,25
6457,68,Other,Divorced,1,Some College,Unemployed,74233,735,13899,15
5902,29,Male,Married,2,Bachelor's,Employed,229901,497,34748,5
5641,64,Female,Divorced,0,Master's,Employed,191858,803,4687,5
4560,52,Female,Married,1,PhD,Employed,196083,532,31957,5
3767,49,Other,Divorced,3,Some College,Self-employed,130956,324,46647,30
5821,62,Other,Single,0,PhD,Unemployed,97140,831,9345,20
2472,46,Other,Single,1,Some College,Self-employed,200533,374,17658,5
1980,60,Male,Married,3,Some College,Employed,37637,704,5871,15
8301,19,Other,Divorced,1,High School,Employed,214329,665,20140,5
2406,57,Male,Single,2,PhD,Employed,151197,408,39519,30
5878,47,Male,Single,4,High School,Employed,102971,629,6444,15
8407,71,Female,Single,2,Some College,Self-employed,28696,607,3734,30
5135,56,Other,Married,0,Master's,Employed,63012,574,24826,15
5759,57,Female,Single,0,Some College,Unemployed,123313,437,9895,10
8720,36,Other,Divorced,0,Some College,Unemployed,80059,305,25775,5
7331,46,Other,Divorced,0,High School,Self-employed,240087,601,30006,20
4615,63,Male,Married,3,Some College,Unemployed,110702,820,49632,25
1684,68,Female,Single,0,Master's,Self-employed,152647,514,30395,10
6668,70,Male,Divorced,2,Some College,Self-employed,20542,598,3992,15
3413,47,Male,Single,4,PhD,Unemployed,120817,311,24586,30
7229,71,Female,Divorced,3,Some College,Employed,73332,570,40187,30
8398,31,Female,Married,0,High School,Employed,59743,789,14606,30
3968,21,Other,Married,1,Some College,Self-employed,151526,375,27999,25
6962,40,Other,Single,4,Some College,Unemployed,129049,546,35152,15
6695,20,Female,Divorced,0,Some College,Unemployed,168799,812,36894,15
4995,28,Male,Married,4,Some College,Unemployed,111836,419,45591,30
6698,78,Female,Single,2,Some College,Self-employed,150386,631,22536,25
5871,33,Male,Divorced,0,Bachelor's,Employed,247073,715,14418,10
6303,35,Female,Married,1,High School,Employed,90908,513,15293,15
2856,25,Male,Married,3,Master's,Employed,137765,811,6960,20
3997,47,Other,Married,2,Some College,Unemployed,64824,541,16439,20
1172,76,Other,Married,2,Bachelor's,Unemployed,157318,771,15243,5
2419,24,Female,Single,1,Bachelor's,Employed,239125,674,12564,10
2539,23,Other,Divorced,0,Master's,Self-employed,178956,836,21409,5
4058,44,Female,Single,2,Master's,Unemployed,83498,390,16382,20
5908,34,Male,Divorced,3,Bachelor's,Self-employed,75490,752,45140,15
6459,24,Female,Married,1,Some College,Self-employed,38659,702,40067,10
8093,22,Male,Divorced,2,Bachelor's,Unemployed,190140,507,45950,10
7127,18,Female,Divorced,1,Bachelor's,Unemployed,137980,388,40467,15
8413,25,Female,Divorced,0,High School,Employed,128955,708,14236,10
7202,56,Female,Single,1,Master's,Self-employed,57700,432,22692,15
7903,29,Female,Single,3,Some College,Employed,186189,744,42021,25
8646,57,Other,Married,0,Some College,Employed,102607,553,43205,10
2357,74,Female,Single,1,Master's,Self-employed,177912,750,39172,15
5710,44,Female,Single,2,Some College,Self-employed,146624,413,38580,25
3353,38,Male,Single,3,Some College,Unemployed,235704,664,42370,30
6107,39,Male,Divorced,2,Bachelor's,Unemployed,178126,353,48336,10
4080,35,Male,Divorced,3,Bachelor's,Employed,62209,499,16332,30
4577,79,Other,Married,3,Some College,Self-employed,236035,784,39271,25
1241,25,Other,Single,4,PhD,Self-employed,42995,737,9543,25
1560,19,Female,Single,4,Master's,Self-employed,213076,514,30998,30
7743,32,Other,Married,0,Some College,Unemployed,138263,605,32028,20
2447,27,Female,Single,3,Some College,Self-employed,21143,439,15225,30
2490,52,Other,Divorced,3,Bachelor's,Self-employed,67639,707,38290,25
7931,24,Female,Single,3,Some College,Self-employed,186318,616,16827,30
8233,48,Female,Divorced,3,High School,Unemployed,169010,550,38775,15
2960,54,Female,Single,1,Some College,Employed,171202,582,21328,30
7777,67,Other,Single,0,PhD,Unemployed,69381,434,6799,20
3035,35,Male,Divorced,3,High School,Unemployed,49154,615,22612,10
3805,61,Male,Married,0,Some College,Self-employed,104582,765,17208,25
3326,78,Male,Married,0,Some College,Self-employed,168322,411,17626,15
7365,66,Female,Divorced,1,High School,Employed,106478,786,25583,25
3875,65,Male,Married,3,Some College,Unemployed,184244,481,9812,25
1371,51,Other,Single,3,PhD,Employed,242343,675,28671,5
6601,35,Female,Divorced,3,PhD,Self-employed,156016,503,49742,15
7353,41,Other,Married,0,Some College,Self-employed,44570,503,14946,25
6375,32,Other,Single,3,Some College,Unemployed,110057,724,45281,20
2347,19,Female,Married,1,Master's,Self-employed,227224,443,24979,30
8463,72,Male,Divorced,1,Bachelor's,Unemployed,225542,540,16586,25
6783,28,Female,Married,3,PhD,Employed,87916,522,27891,20
6721,33,Male,Married,1,Bachelor's,Self-employed,138278,555,39941,15
3546,71,Other,Divorced,2,Master's,Employed,109504,426,15009,15
6721,68,Female,Married,2,Master's,Employed,119877,445,26400,30
2600,69,Other,Single,2,Master's,Self-employed,71795,425,15643,20
7457,46,Male,Single,3,High School,Self-employed,217365,834,44273,10
7547,18,Other,Divorced,1,Some College,Self-employed,149849,751,25047,30
1424,61,Male,Married,3,Master's,Unemployed,247980,321,29898,10
4289,44,Other,Single,1,Bachelor's,Employed,189414,685,38911,30
2851,37,Other,Divorced,3,PhD,Employed,192177,580,46864,10
2134,45,Male,Single,3,Bachelor's,Unemployed,28579,514,23633,20
4321,72,Male,Married,1,High School,Unemployed,193748,634,35828,20
2414,32,Other,Divorced,0,Bachelor's,Self-employed,241428,666,13705,10
4115,67,Female,Married,0,Some College,Employed,77506,355,25051,15
8241,75,Male,Divorced,0,Some College,Unemployed,28420,560,30948,25
1103,48,Male,Single,3,Some College,Unemployed,175091,831,26715,30
8651,67,Male,Divorced,2,Bachelor's,Unemployed,136667,581,18543,10
8483,66,Male,Single,4,Bachelor's,Self-employed,153921,604,7770,30
6879,74,Female,Married,4,PhD,Unemployed,71978,619,37646,25
5489,51,Female,Single,1,PhD,Unemployed,31464,461,28488,20
1054,64,Other,Married,4,High School,Self-employed,199837,651,7305,10
1086,70,Female,Divorced,4,Some College,Self-employed,85837,848,33311,30
5974,19,Other,Divorced,3,PhD,Employed,146390,632,45697,5
7186,65,Male,Single,1,High School,Employed,95607,714,31926,25
6825,55,Female,Divorced,1,Bachelor's,Employed,38918,461,34918,15
1434,65,Other,Single,3,Bachelor's,Self-employed,111145,418,45060,5
7398,73,Female,Divorced,1,Master's,Employed,108438,457,7088,5
4643,56,Female,Divorced,3,High School,Self-employed,29616,778,37660,10
1659,74,Female,Single,1,Bachelor's,Self-employed,92045,580,36893,25
7082,30,Male,Single,0,PhD,Self-employed,181509,732,31706,20
3446,39,Female,Married,2,Bachelor's,Employed,243844,606,24694,20
4549,76,Other,Divorced,3,PhD,Unemployed,106667,521,35629,30
8130,40,Female,Single,2,Master's,Unemployed,65759,757,12363,5
6075,45,Other,Single,4,Bachelor's,Employed,77512,678,21805,20
6053,26,Other,Married,2,Master's,Self-employed,65544,314,41712,30
8759,73,Male,Married,0,Master's,Self-employed,242657,489,28512,15
3547,58,Male,Divorced,2,Some College,Employed,242000,340,34755,25
4939,68,Male,Divorced,0,Some College,Unemployed,111799,486,44259,5
1178,72,Female,Single,2,Some College,Employed,209629,434,25238,20
1207,44,Other,Married,3,PhD,Self-employed,61287,392,41073,25
5574,60,Male,Married,4,Some College,Unemployed,48574,595,30779,10
4527,76,Female,Divorced,0,PhD,Employed,162558,523,39008,25
4029,52,Male,Married,1,Master's,Unemployed,67927,356,4776,10
1688,26,Female,Married,0,Bachelor's,Unemployed,157433,677,14494,10
6973,56,Female,Married,3,Bachelor's,Self-employed,100000,529,28763,5
6488,62,Female,Single,0,Some College,Unemployed,185203,842,12638,15
5826,74,Female,Single,3,Some College,Self-employed,97251,431,27679,10
2218,72,Other,Single,1,Some College,Self-employed,95142,322,15603,15
8525,21,Male,Married,0,Some College,Unemployed,158817,340,38351,15
6367,33,Male,Single,0,Some College,Self-employed,124564,506,48038,15
8880,38,Other,Married,0,PhD,Employed,92022,634,45285,30
8402,27,Male,Married,4,PhD,Self-employed,133743,477,26828,5
6618,30,Other,Single,4,Bachelor's,Self-employed,241084,648,43722,5
4012,68,Female,Married,3,PhD,Unemployed,89634,664,16709,15
7779,24,Male,Divorced,4,High School,Self-employed,142467,548,23679,15
2138,41,Male,Divorced,2,High School,Employed,76719,578,5073,15
1424,43,Female,Divorced,2,Bachelor's,Unemployed,135649,713,22550,30
1835,36,Other,Married,3,Some College,Unemployed,229993,429,12306,20
7305,45,Other,Married,4,Some College,Self-employed,23244,562,15946,30
4181,29,Female,Single,0,Some College,Unemployed,147438,587,24154,10
1748,48,Male,Divorced,4,Master's,Self-employed,74117,791,39863,10
6919,79,Female,Married,3,Some College,Employed,56003,697,27566,25
3303,25,Other,Divorced,1,Master's,Self-employed,79551,338,17813,30
4262,37,Female,Single,3,Bachelor's,Employed,249178,363,35169,25
4635,52,Male,Married,2,Bachelor's,Unemployed,92805,668,12271,5
4497,56,Female,Divorced,1,Bachelor's,Unemployed,63693,399,27738,5
3236,74,Other,Single,0,Master's,Unemployed,144745,332,47575,5
7960,66,Male,Married,1,High School,Self-employed,153492,633,28085,20
3533,62,Female,Divorced,2,Some College,Self-employed,107498,300,7820,25
6375,69,Other,Married,0,Bachelor's,Employed,116119,462,5164,5
8818,44,Male,Married,0,Some College,Unemployed,99993,841,23384,20
7228,34,Male,Divorced,1,Some College,Unemployed,238137,705,11560,25
3203,40,Male,Married,4,Master's,Self-employed,184894,641,31059,15
1484,74,Male,Divorced,3,High School,Employed,48798,761,8613,15
4275,46,Other,Divorced,3,Master's,Self-employed,231367,395,32137,15
8402,48,Male,Single,3,Some College,Self-employed,87118,650,22975,15
7305,36,Other,Single,0,High School,Unemployed,185028,317,21010,5
2416,28,Male,Single,4,Some College,Self-employed,119996,675,16989,30
8686,68,Female,Divorced,0,PhD,Unemployed,137964,631,29555,15
6096,79,Female,Married,4,Bachelor's,Self-employed,225095,455,13986,25
2475,27,Other,Married,1,Some College,Self-employed,116599,463,43453,20
8153,32,Other,Married,1,Bachelor's,Employed,217909,796,46918,5
4163,67,Female,Divorced,3,PhD,Unemployed,176187,308,5523,15
8966,24,Male,Divorced,4,Some College,Unemployed,235804,690,26566,5
3534,76,Other,Divorced,4,Bachelor's,Unemployed,169786,755,13088,25
4901,35,Other,Single,0,High School,Employed,169052,441,48782,30
7944,41,Other,Single,2,Bachelor's,Self-employed,165367,333,20035,15
8810,25,Female,Divorced,4,PhD,Unemployed,196872,840,26436,10
4422,76,Female,Divorced,3,High School,Employed,128180,457,29605,30
5445,74,Male,Married,3,Master's,Employed,207816,551,21633,30
3966,54,Female,Married,2,Some College,Employed,139648,736,49148,25
3703,38,Female,Married,3,PhD,Self-employed,55014,512,33873,15
3608,33,Other,Single,3,Master's,Employed,40029,691,43962,30
1279,59,Female,Married,2,Master's,Unemployed,210617,552,24971,5
1220,72,Male,Married,3,PhD,Unemployed,68623,370,41445,20
1307,25,Female,Divorced,3,Master's,Self-employed,58563,335,28353,30
7045,23,Male,Married,3,Some College,Self-employed,58811,697,8566,25
8680,43,Other,Married,0,PhD,Unemployed,226367,493,26480,20
2647,35,Female,Divorced,2,High School,Unemployed,92339,537,17174,30
7629,25,Female,Single,4,Bachelor's,Self-employed,237714,562,15862,25
2193,34,Other,Married,2,Some College,Unemployed,142489,306,11892,25
4303,66,Male,Married,1,High School,Self-employed,221926,359,4780,10
2377,31,Male,Single,0,Some College,Employed,198866,474,10995,5
3973,61,Female,Married,4,PhD,Unemployed,47571,723,16648,15
7675,27,Other,Single,2,High School,Unemployed,140977,584,30175,5
7444,21,Other,Married,4,Some College,Self-employed,131364,435,26314,30
2376,46,Male,Single,4,High School,Employed,203514,522,34634,25
3723,66,Female,Married,1,Master's,Unemployed,62342,795,39911,30
5391,38,Male,Single,4,Some College,Self-employed,133142,457,11700,20
8004,55,Male,Single,1,High School,Self-employed,244003,638,46205,30
7285,22,Female,Single,1,Some College,Self-employed,223208,711,32539,5
8482,48,Male,Married,0,Some College,Employed,248223,742,27087,10
4597,22,Female,Single,4,Bachelor's,Self-employed,164758,511,19089,30
7590,49,Other,Married,0,PhD,Self-employed,152340,590,21182,5
8696,34,Female,Single,1,Bachelor's,Employed,232883,337,49202,5
5201,63,Female,Married,0,Some College,Self-employed,156616,616,29411,10
1234,71,Female,Single,2,High School,Employed,169381,684,8819,15
3174,19,Other,Divorced,4,Master's,Self-employed,134693,424,14287,10
1586,32,Other,Married,1,Master's,Unemployed,205485,467,43442,30
6709,30,Other,Married,0,Some College,Unemployed,120953,818,11274,20
5753,69,Male,Divorced,0,Some College,Unemployed,126817,692,31883,5
4296,44,Other,Divorced,2,Some College,Self-employed,37862,674,28972,30
4066,24,Other,Single,4,Some College,Self-employed,105662,444,15616,15
3556,62,Other,Single,2,Bachelor's,Self-employed,159646,764,47142,30
6016,32,Female,Single,1,Master's,Unemployed,129267,697,8657,30
6725,29,Other,Married,1,PhD,Unemployed,195401,316,31809,15
6640,71,Male,Married,3,Some College,Unemployed,72594,490,37303,10
7913,35,Male,Divorced,2,Some College,Unemployed,39983,569,39896,20
7952,50,Male,Single,2,Some College,Self-employed,86762,795,48063,5
8306,66,Male,Married,3,Some College,Unemployed,33600,401,46195,30
1499,18,Male,Married,2,High School,Unemployed,246051,739,30073,10
3081,67,Male,Married,3,Some College,Employed,180986,407,29039,30
3259,72,Male,Divorced,4,PhD,Employed,75891,630,40360,30
4308,64,Male,Married,3,Some College,Unemployed,32451,341,8958,30
3800,51,Other,Divorced,1,Some College,Self-employed,65857,523,27027,15
1198,51,Male,Married,3,High School,Unemployed,172671,744,6451,20
8443,61,Other,Single,0,Some College,Self-employed,40602,668,49703,20
4920,55,Male,Single,1,Master's,Self-employed,125432,771,44863,10
5271,34,Male,Single,0,High School,Employed,195160,733,43181,5
2897,28,Other,Divorced,1,Master's,Employed,60395,688,40986,30
7829,34,Male,Married,3,Master's,Employed,167107,408,16646,10
6461,23,Other,Divorced,2,Some College,Unemployed,244431,635,20779,15
4911,21,Female,Single,4,Bachelor's,Employed,213957,481,18609,30
1140,31,Other,Divorced,3,High School,Unemployed,205986,673,5969,25
5072,35,Male,Married,1,Master's,Self-employed,233297,426,30761,30
2032,61,Male,Single,1,Some College,Self-employed,60785,632,30629,30
8464,63,Female,Married,4,Some College,Employed,117752,745,14429,20
8152,24,Female,Divorced,4,Master's,Self-employed,64952,311,48042,10
8728,22,Male,Married,4,Bachelor's,Self-employed,27040,793,16852,15
1460,56,Female,Single,4,PhD,Unemployed,139353,422,25384,30
1483,46,Male,Single,0,Some College,Unemployed,237186,655,7810,25
2159,40,Male,Single,0,PhD,Self-employed,43903,318,6393,30
2804,29,Male,Divorced,3,High School,Unemployed,183499,548,31364,25
3104,42,Male,Single,0,Master's,Unemployed,205015,604,11144,20
5054,34,Female,Single,1,Master's,Unemployed,95047,320,17421,30
3891,48,Other,Single,2,Bachelor's,Unemployed,58358,560,47007,20
3626,62,Female,Divorced,3,Some College,Unemployed,141893,539,8695,15
4605,65,Other,Divorced,1,High School,Self-employed,66531,431,49607,25
2416,55,Other,Divorced,4,Some College,Self-employed,231874,538,28666,5
8769,77,Other,Married,1,High School,Unemployed,185540,717,43697,30
1999,42,Other,Married,3,Master's,Self-employed,226303,777,43816,5
7232,34,Other,Married,3,Bachelor's,Self-employed,87743,593,43255,25
7929,74,Female,Divorced,1,Some College,Unemployed,130123,515,12450,5
1670,51,Male,Single,0,Some College,Self-employed,114108,444,6554,10
6354,60,Other,Single,0,Some College,Unemployed,107465,448,36596,10
6389,42,Male,Married,0,Bachelor's,Self-employed,112060,341,25007,30
1890,24,Other,Divorced,4,Some College,Self-employed,180452,689,30209,5
7579,63,Other,Divorced,3,PhD,Self-employed,93117,438,13865,25
7624,65,Male,Divorced,1,High School,Self-employed,112895,512,21148,25
4586,48,Female,Single,1,Master's,Unemployed,214822,300,15514,10
2623,41,Other,Single,3,High School,Self-employed,199797,727,20419,25
1224,40,Male,Divorced,3,PhD,Self-employed,243240,679,35091,30
6856,34,Male,Single,1,Some College,Employed,201430,601,46686,20
6295,55,Male,Divorced,4,PhD,Unemployed,129655,827,29102,15
5136,79,Male,Divorced,4,High School,Employed,54844,399,8699,15
5255,26,Other,Single,2,Bachelor's,Self-employed,238518,450,42074,20
8893,30,Male,Married,2,PhD,Self-employed,150541,320,29595,20
8299,35,Female,Married,2,Some College,Unemployed,25599,679,40588,30
6503,55,Female,Married,2,Master's,Unemployed,162087,842,30968,30
7639,52,Female,Divorced,0,Bachelor's,Unemployed,198122,753,47398,20
6650,78,Other,Single,2,High School,Unemployed,142393,349,49462,30
8503,25,Female,Single,3,High School,Employed,94253,743,21372,20
5056,63,Female,Divorced,3,Some College,Unemployed,122221,618,34153,30
1461,61,Male,Married,1,Some College,Employed,203485,733,18144,25
2003,32,Male,Single,4,Some College,Self-employed,45789,671,20056,25
8653,64,Other,Married,2,Master's,Unemployed,201696,580,33912,10
5660,49,Other,Divorced,3,PhD,Self-employed,110534,796,21812,25
3136,74,Female,Divorced,0,Bachelor's,Unemployed,46547,791,9104,25
7984,76,Other,Single,4,Master's,Unemployed,201648,727,35577,15
2844,74,Male,Divorced,3,Bachelor's,Employed,60293,686,13223,20
5942,42,Other,Single,3,Some College,Self-employed,29868,400,37620,10
2223,45,Male,Divorced,0,Some College,Employed,231162,513,33698,25
5295,35,Other,Married,0,Some College,Unemployed,95594,511,40777,5
8585,42,Other,Married,2,Some College,Unemployed,101199,634,36826,5
8161,70,Other,Married,2,High School,Unemployed,106531,718,38217,10
8234,31,Male,Divorced,2,PhD,Unemployed,110508,499,13840,30
3064,57,Male,Divorced,1,High School,Self-employed,228285,341,49307,20
3820,58,Male,Married,3,High School,Employed,235829,798,28247,25
7652,67,Other,Divorced,0,High School,Unemployed,214437,572,49180,10
8340,61,Female,Divorced,4,Bachelor's,Employed,123545,618,16619,15
4493,50,Other,Single,1,PhD,Unemployed,162681,618,32779,30
5136,61,Male,Single,4,High School,Self-employed,41169,420,5838,25
7738,40,Female,Single,3,High School,Unemployed,150182,355,9471,25
5952,41,Male,Divorced,0,PhD,Self-employed,137264,311,44084,25
4239,24,Male,Divorced,2,Some College,Unemployed,235826,548,19282,30
6806,31,Male,Married,1,High School,Employed,34935,651,47642,30
4949,38,Other,Married,2,Bachelor's,Employed,162835,409,34431,10
8368,49,Female,Divorced,3,High School,Self-employed,192751,635,20664,25
2588,56,Other,Divorced,0,High School,Self-employed,219177,611,32903,30
4579,35,Other,Single,1,Bachelor's,Employed,94901,643,16328,5
3214,41,Male,Single,1,PhD,Unemployed,246575,708,7393,5
5361,29,Female,Single,1,PhD,Employed,61061,336,47823,25
3608,41,Male,Divorced,1,Master's,Employed,42081,473,33895,30
5656,41,Male,Divorced,4,Some College,Unemployed,143074,593,43767,5
6848,78,Male,Single,2,PhD,Employed,233500,334,28348,10
3923,77,Male,Married,3,Some College,Employed,50150,528,28253,5
4331,47,Other,Single,3,Bachelor's,Unemployed,131801,325,30472,5
4245,65,Male,Single,1,Bachelor's,Self-employed,202852,570,49994,10
6248,55,Male,Single,0,PhD,Employed,128395,775,10978,15
1353,35,Other,Divorced,2,Some College,Employed,98926,538,41542,20
4688,59,Female,Married,0,Some College,Employed,168581,735,34396,30
2255,67,Female,Single,3,Master's,Employed,74860,618,32854,10
4120,34,Male,Married,4,Some College,Employed,188830,501,42415,30
7469,36,Male,Married,2,PhD,Self-employed,50866,423,15007,10
6811,43,Other,Married,3,Some College,Employed,106643,706,45568,25
6370,51,Female,Married,3,PhD,Unemployed,229456,800,31684,15
1985,23,Male,Single,3,Some College,Employed,59422,409,41458,15
6499,38,Other,Married,0,High School,Unemployed,24292,541,26960,30
